id,slot,job,ja,en,description,wiki_id
23606,128,256,ＦＬフランチャー+3,Fall. Flanchard +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37060.html' target='_blank'>ＦＬフランチャー+3</a><br>防150 HP+97 MP+45 STR+45 VIT+31<br>AGI+26 INT+40 MND+27 CHR+20<br>命中+39 攻+64 魔命+39 回避+42 魔回避+84<br>魔防+10 暗黒魔法スキル+18 ヘイスト+5%<br>ウェポンスキルのダメージ+10%<br>暗"", ""en""=>""<a href='http://wiki.ffo.jp/html/37060.html' target='_blank'>Fall. Flanchard +3</a><br>DEF:150 HP+97 MP+45<br>STR+45 VIT+31 AGI+26<br>INT+40 MND+27 CHR+20<br>Accuracy+39 Attack+64<br>Magic Accuracy+39<br>Evasion+42 Magic Evasion+84<br>\""Magic Def. Bonus\""+10<br>Dark magic skill +18<br>Weapon skill damage +10%<br>Haste+5%<br>DRK"", ""raw""=>""防150 HP+97 MP+45 STR+45 VIT+31\nAGI+26 INT+40 MND+27 CHR+20\n命中+39 攻+64 魔命+39 回避+42 魔回避+84\n魔防+10 暗黒魔法スキル+18 ヘイスト+5%\nウェポンスキルのダメージ+10%""}",37060
23607,128,512,ＡＫトラウザ+3,Ankusa Trousers +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37062.html' target='_blank'>ＡＫトラウザ+3</a><br>防132 HP+67 STR+39 DEX+20 VIT+26<br>AGI+30 INT+40 MND+27 CHR+21<br>命中+39 攻+64 魔命+39 回避+58 魔回避+89<br>魔防+7 ヘイスト+6% あやつる+11<br>いたわる使用間隔-21<br>ペット:ヘイスト+6% ストアTP+7<br>獣"", ""en""=>""<a href='http://wiki.ffo.jp/html/37062.html' target='_blank'>Ankusa Trousers +3</a><br>DEF:132 HP+67 STR+39<br>DEX+20 VIT+26 AGI+30<br>INT+40 MND+27 CHR+21<br>Accuracy+39 Attack+64<br>Magic Accuracy+39<br>Evasion+58 Magic Evasion+89<br>\""Magic Def. Bonus\""+7<br>Haste+6% \""Charm\""+11<br>\""Reward\"" recast delay -21<br>Pet: Haste+6% \""Store TP\""+7<br>BST"", ""raw""=>""防132 HP+67 STR+39 DEX+20 VIT+26\nAGI+30 INT+40 MND+27 CHR+21\n命中+39 攻+64 魔命+39 回避+58 魔回避+89\n魔防+7 ヘイスト+6% あやつる+11\nいたわる使用間隔-21\nペット:ヘイスト+6% ストアTP+7""}",37062
23608,128,1024,ＢＩキャニオンズ+3,Bihu Cannions +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37063.html' target='_blank'>ＢＩキャニオンズ+3</a><br>防127 HP+103 MP+89 STR+33 VIT+20<br>AGI+27 INT+54 MND+43 CHR+43<br>命中+39 攻+64 魔命+52 回避+50 魔回避+127<br>魔防+8 ヘイスト+5% 被物理ダメージ-6%<br>詩"", ""en""=>""<a href='http://wiki.ffo.jp/html/37063.html' target='_blank'>Bihu Cannions +3</a><br>DEF:127 HP+103 MP+89<br>STR+33 VIT+20 AGI+27<br>INT+54 MND+43 CHR+43<br>Accuracy+39 Attack+64<br>Magic Accuracy+52<br>Evasion+50 Magic Evasion+127<br>\""Magic Def. Bonus\""+8<br>Physical damage taken -6%<br>Haste+5%<br>BRD"", ""raw""=>""防127 HP+103 MP+89 STR+33 VIT+20\nAGI+27 INT+54 MND+43 CHR+43\n命中+39 攻+64 魔命+52 回避+50 魔回避+127\n魔防+8 ヘイスト+5% 被物理ダメージ-6%""}",37063
23609,128,2048,ＡＲブラッカエ+3,Arc. Braccae +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37066.html' target='_blank'>ＡＲブラッカエ+3</a><br>防130 HP+87 MP+43 STR+39 VIT+24<br>AGI+33 INT+40 MND+27 CHR+21<br>飛命+47 飛攻+81 魔命+39 回避+58 魔回避+89<br>魔防+7 ヘイスト+6% 敵対心-7 スナップショット+7<br>ウェポンスキルのダメージ+10%<br>狩"", ""en""=>""<a href='http://wiki.ffo.jp/html/37066.html' target='_blank'>Arc. Braccae +3</a><br>DEF:130 HP+87 MP+43<br>STR+39 VIT+24 AGI+33<br>INT+40 MND+27 CHR+21<br>Ranged Accuracy+47<br>Ranged Attack+81<br>Magic Accuracy+39<br>Evasion+58 Magic Evasion+89<br>\""Magic Def. Bonus\""+7<br>Haste+6% Enmity-7<br>\""Snapshot\""+7<br>Weapon skill damage +10%<br>RNG"", ""raw""=>""防130 HP+87 MP+43 STR+39 VIT+24\nAGI+33 INT+40 MND+27 CHR+21\n飛命+47 飛攻+81 魔命+39 回避+58 魔回避+89\n魔防+7 ヘイスト+6% 敵対心-7 スナップショット+7\nウェポンスキルのダメージ+10%""}",37066
23610,128,4096,極左近士板佩楯,Sakonji Haidate +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37128.html' target='_blank'>極左近士板佩楯</a><br>防145 HP+70 STR+43 VIT+29 AGI+25<br>INT+36 MND+26 CHR+22<br>命中+39 攻+82 魔命+39 回避+60 魔回避+95<br>魔防+5 ヘイスト+5%<br>心眼:カウンター発動率+35 カウンターダメージ+25<br>被魔法ダメージ-7%<br>侍"", ""en""=>""<a href='http://wiki.ffo.jp/html/37128.html' target='_blank'>Sakonji Haidate +3</a><br>DEF:145 HP+70 STR+43<br>VIT+29 AGI+25 INT+36<br>MND+26 CHR+22<br>Accuracy+39 Attack+82<br>Magic Accuracy+39<br>Evasion+60 Magic Evasion+95<br>\""Magic Def. Bonus\""+5<br>Haste+5%<br>\""Third Eye\"": \""Counter\"" rate +35<br>\""Counter\"" damage +25<br>Magic damage taken -7%<br>SAM"", ""raw""=>""防145 HP+70 STR+43 VIT+29 AGI+25\nINT+36 MND+26 CHR+22\n命中+39 攻+82 魔命+39 回避+60 魔回避+95\n魔防+5 ヘイスト+5%\n心眼:カウンター発動率+35 カウンターダメージ+25\n被魔法ダメージ-7%""}",37128
23611,128,8192,極望月袴,Mochi. Hakama +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37130.html' target='_blank'>極望月袴</a><br>防134 HP+82 STR+42 VIT+24 AGI+36<br>INT+42 MND+27 CHR+20<br>命中+39 攻+64 魔命+39 回避+63 魔回避+84<br>魔防+5 ヘイスト+6% 二刀流+10<br>ウェポンスキルのダメージ+10%<br>忍"", ""en""=>""<a href='http://wiki.ffo.jp/html/37130.html' target='_blank'>Mochi. Hakama +3</a><br>DEF:134 HP+82 STR+42<br>VIT+24 AGI+36 INT+42<br>MND+27 CHR+20<br>Accuracy+39 Attack+64<br>Magic Accuracy+39<br>Evasion+63 Magic Evasion+84<br>\""Magic Def. Bonus\""+5<br>Haste+6% \""Dual Wield\""+10<br>Weapon skill damage +10%<br>NIN"", ""raw""=>""防134 HP+82 STR+42 VIT+24 AGI+36\nINT+42 MND+27 CHR+20\n命中+39 攻+64 魔命+39 回避+63 魔回避+84\n魔防+5 ヘイスト+6% 二刀流+10\nウェポンスキルのダメージ+10%""}",37130
23612,128,16384,ＰＴブレー+3,Ptero. Brais +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37069.html' target='_blank'>ＰＴブレー+3</a><br>防140 HP+85 STR+43 DEX+22 VIT+41<br>AGI+25 INT+36 MND+26 CHR+22<br>命中+39 攻+64 魔命+39 回避+42 魔回避+95<br>魔防+5 ヘイスト+5% ストアTP+10<br>ハイジャンプ:敵対心減少量+29%<br>飛竜:被物理ダメージ-11%<br>竜"", ""en""=>""<a href='http://wiki.ffo.jp/html/37069.html' target='_blank'>Ptero. Brais +3</a><br>DEF:140 HP+85 STR+43<br>DEX+22 VIT+41 AGI+25<br>INT+36 MND+26 CHR+22<br>Accuracy+39 Attack+64<br>Magic Accuracy+39<br>Evasion+42 Magic Evasion+95<br>\""Magic Def. Bonus\""+5<br>Haste+5% \""Store TP\""+10<br>\""High Jump\"": Enmity reduction +29%<br>Wyvern: Physical damage taken -11%<br>DRG"", ""raw""=>""防140 HP+85 STR+43 DEX+22 VIT+41\nAGI+25 INT+36 MND+26 CHR+22\n命中+39 攻+64 魔命+39 回避+42 魔回避+95\n魔防+5 ヘイスト+5% ストアTP+10\nハイジャンプ:敵対心減少量+29%\n飛竜:被物理ダメージ-11%""}",37069
23613,128,32768,ＧＬスパッツ+3,Glyphic Spats +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37070.html' target='_blank'>ＧＬスパッツ+3</a><br>防123 HP+58 MP+105 STR+35 VIT+21<br>AGI+27 INT+44 MND+34 CHR+29<br>命中+39 攻+64 魔命+39 回避+47 魔回避+127<br>魔防+8 ヘイスト+5% 精霊の魔法使用間隔短縮<br>契約の履行使用間隔-8<br>召喚獣:魔命+45 魔攻+51<br>召"", ""en""=>""<a href='http://wiki.ffo.jp/html/37070.html' target='_blank'>Glyphic Spats +3</a><br>DEF:123 HP+58 MP+105<br>STR+35 VIT+21 AGI+27<br>INT+44 MND+34 CHR+29<br>Accuracy+39 Attack+64<br>Magic Accuracy+39<br>Evasion+47 Magic Evasion+127<br>\""Magic Def. Bonus\""+8<br>Haste+5%<br>Shortens magic recast time for spirits<br>\""Blood Pact\"" ability delay -8<br>Avatar: Magic Accuracy+45<br>\""Magic Atk. Bonus\""+51<br>SMN"", ""raw""=>""防123 HP+58 MP+105 STR+35 VIT+21\nAGI+27 INT+44 MND+34 CHR+29\n命中+39 攻+64 魔命+39 回避+47 魔回避+127\n魔防+8 ヘイスト+5% 精霊の魔法使用間隔短縮\n契約の履行使用間隔-8\n召喚獣:魔命+45 魔攻+51""}",37070
23614,128,65536,ＬＬシャルワー+3,Luhlaza Shalwar +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37075.html' target='_blank'>ＬＬシャルワー+3</a><br>防133 HP+87 MP+40 STR+41 VIT+26<br>AGI+32 INT+40 MND+27 CHR+21<br>命中+45 魔命+45 魔攻+57 回避+58 魔回避+89<br>魔防+7 ヘイスト+6% ウェポンスキルのダメージ+10%<br>青"", ""en""=>""<a href='http://wiki.ffo.jp/html/37075.html' target='_blank'>Luhlaza Shalwar +3</a><br>DEF:133 HP+87 MP+40<br>STR+41 VIT+26 AGI+32<br>INT+40 MND+27 CHR+21<br>Accuracy+45 Magic Accuracy+45<br>Evasion+58 Magic Evasion+89<br>\""Magic Atk. Bonus\""+57<br>\""Magic Def. Bonus\""+7<br>Weapon skill damage +10%<br>Haste+6%<br>BLU"", ""raw""=>""防133 HP+87 MP+40 STR+41 VIT+26\nAGI+32 INT+40 MND+27 CHR+21\n命中+45 魔命+45 魔攻+57 回避+58 魔回避+89\n魔防+7 ヘイスト+6% ウェポンスキルのダメージ+10%""}",37075
23615,128,131072,ＬＡトルーズ+3,Lanun Trews +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37074.html' target='_blank'>ＬＡトルーズ+3</a><br>防132 HP+90 MP+43 STR+42 VIT+24<br>AGI+36 INT+40 MND+27 CHR+21<br>攻+78 飛命+46 飛攻+78 魔命+39 回避+72<br>魔回避+89 魔防+7 ヘイスト+6% スナップショット+10<br>コ"", ""en""=>""<a href='http://wiki.ffo.jp/html/37074.html' target='_blank'>Lanun Trews +3</a><br>DEF:132 HP+90 MP+43<br>STR+42 VIT+24 AGI+36<br>INT+40 MND+27 CHR+21<br>Attack+78<br>Ranged Accuracy+46<br>Ranged Attack+78<br>Magic Accuracy+39<br>Evasion+72 Magic Evasion+89<br>\""Magic Def. Bonus\""+7<br>Haste+6% \""Snapshot\""+10<br>COR"", ""raw""=>""防132 HP+90 MP+43 STR+42 VIT+24\nAGI+36 INT+40 MND+27 CHR+21\n攻+78 飛命+46 飛攻+78 魔命+39 回避+72\n魔回避+89 魔防+7 ヘイスト+6% スナップショット+10""}",37074
23616,128,262144,ＰＩチュリダル+3,Pitre Churidars +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37076.html' target='_blank'>ＰＩチュリダル+3</a><br>防133 HP+67 STR+45 VIT+27 AGI+31<br>INT+42 MND+27 CHR+20<br>命中+46 攻+64 魔命+39 回避+53 魔回避+84<br>魔防+5 ヘイスト+6%<br>オートマトン:魔命+48 魔攻+51 ファストキャスト+10%<br>か"", ""en""=>""<a href='http://wiki.ffo.jp/html/37076.html' target='_blank'>Pitre Churidars +3</a><br>DEF:133 HP+67 STR+45<br>VIT+27 AGI+31 INT+42<br>MND+27 CHR+20<br>Accuracy+46 Attack+64<br>Magic Accuracy+39<br>Evasion+53 Magic Evasion+84<br>\""Magic Def. Bonus\""+5<br>Haste+6%<br>Automaton: Magic Accuracy+48<br>\""Magic Atk. Bonus\""+51<br>\""Fast Cast\""+10%<br>PUP"", ""raw""=>""防133 HP+67 STR+45 VIT+27 AGI+31\nINT+42 MND+27 CHR+20\n命中+46 攻+64 魔命+39 回避+53 魔回避+84\n魔防+5 ヘイスト+6%\nオートマトン:魔命+48 魔攻+51 ファストキャスト+10%""}",37076
23617,128,524288,ＨＯタイツ+3,Horos Tights +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37078.html' target='_blank'>ＨＯタイツ+3</a><br>防133 HP+67 STR+42 VIT+26 AGI+30<br>INT+40 MND+27 CHR+24<br>命中+45 攻+64 魔命+45 回避+58 魔回避+89<br>魔防+10 ヘイスト+6% ジグ効果時間+50%<br>ウェポンスキルのダメージ+10%<br>踊"", ""en""=>""<a href='http://wiki.ffo.jp/html/37078.html' target='_blank'>Horos Tights +3</a><br>DEF:133 HP+67 STR+42<br>VIT+26 AGI+30 INT+40<br>MND+27 CHR+24<br>Accuracy+45 Attack+64<br>Magic Accuracy+45<br>Evasion+58 Magic Evasion+89<br>\""Magic Def. Bonus\""+10<br>Haste+6% \""Jig\"" duration +50%<br>Weapon skill damage +10%<br>DNC"", ""raw""=>""防133 HP+67 STR+42 VIT+26 AGI+30\nINT+40 MND+27 CHR+24\n命中+45 攻+64 魔命+45 回避+58 魔回避+89\n魔防+10 ヘイスト+6% ジグ効果時間+50%\nウェポンスキルのダメージ+10%""}",37078
23618,128,1048576,ＰＤパンツ+3,Peda. Pants +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37080.html' target='_blank'>ＰＤパンツ+3</a><br>防126 HP+83 MP+69 STR+35 VIT+22<br>AGI+27 INT+47 MND+34 CHR+29<br>命中+39 魔命+39 魔攻+51 回避+47 魔回避+127<br>魔防+8 精霊魔法スキル+19 暗黒魔法スキル+19<br>ヘイスト+5% 敵対心-7 ドレインとアスピル吸収量+15<br>学"", ""en""=>""<a href='http://wiki.ffo.jp/html/37080.html' target='_blank'>Peda. Pants +3</a><br>DEF:126 HP+83 MP+69<br>STR+35 VIT+22 AGI+27<br>INT+47 MND+34 CHR+29<br>Accuracy+39 Magic Accuracy+39<br>Evasion+47 Magic Evasion+127<br>\""Magic Atk. Bonus\""+51<br>\""Magic Def. Bonus\""+8<br>Elemental magic skill +19<br>Dark magic skill +19<br>Haste+5% Enmity-7<br>\""Drain\"" and \""Aspir\"" potency +15<br>SCH"", ""raw""=>""防126 HP+83 MP+69 STR+35 VIT+22\nAGI+27 INT+47 MND+34 CHR+29\n命中+39 魔命+39 魔攻+51 回避+47 魔回避+127\n魔防+8 精霊魔法スキル+19 暗黒魔法スキル+19\nヘイスト+5% 敵対心-7 ドレインとアスピル吸収量+15""}",37080
23619,128,2097152,ＢＡパンツ+3,Bagua Pants +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37082.html' target='_blank'>ＢＡパンツ+3</a><br>防128 HP+118 MP+49 STR+35 VIT+22<br>AGI+30 INT+47 MND+37 CHR+29<br>命中+39 魔命+39 魔攻+51 回避+60 魔回避+127<br>魔防+8 ヘイスト+5% インデ系効果時間+21<br>風"", ""en""=>""<a href='http://wiki.ffo.jp/html/37082.html' target='_blank'>Bagua Pants +3</a><br>DEF:128 HP+118 MP+49<br>STR+35 VIT+22 AGI+30<br>INT+47 MND+37 CHR+29<br>Accuracy+39 Magic Accuracy+39<br>Evasion+60 Magic Evasion+127<br>\""Magic Atk. Bonus\""+51<br>\""Magic Def. Bonus\""+8<br>\""Indicolure\"" spell duration +21<br>Haste+5%<br>GEO"", ""raw""=>""防128 HP+118 MP+49 STR+35 VIT+22\nAGI+30 INT+47 MND+37 CHR+29\n命中+39 魔命+39 魔攻+51 回避+60 魔回避+127\n魔防+8 ヘイスト+5% インデ系効果時間+21""}",37082
23620,128,4194304,ＦＵトラウザ+3,Futhark Trousers +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/37084.html' target='_blank'>ＦＵトラウザ+3</a><br>防139 HP+107 STR+39 VIT+26 AGI+30<br>INT+40 MND+27 CHR+21<br>命中+39 攻+64 魔命+39 回避+58 魔回避+89<br>魔防+7 ヘイスト+6% 強化魔法の効果時間+30%<br>強化魔法の詠唱時間-15%<br>剣"", ""en""=>""<a href='http://wiki.ffo.jp/html/37084.html' target='_blank'>Futhark Trousers +3</a><br>DEF:139 HP+107 STR+39<br>VIT+26 AGI+30 INT+40<br>MND+27 CHR+21<br>Accuracy+39 Attack+64<br>Magic Accuracy+39<br>Evasion+58 Magic Evasion+89<br>\""Magic Def. Bonus\""+7<br>Enhancing magic duration +30%<br>Enhancing magic casting time -15%<br>Haste+6%<br>RUN"", ""raw""=>""防139 HP+107 STR+39 VIT+26 AGI+30\nINT+40 MND+27 CHR+21\n命中+39 攻+64 魔命+39 回避+58 魔回避+89\n魔防+7 ヘイスト+6% 強化魔法の効果時間+30%\n強化魔法の詠唱時間-15%""}",37084
23643,256,2,ＰＭカリガ+3,Pumm. Calligae +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/35939.html' target='_blank'>ＰＭカリガ+3</a><br>防103 HP+55 STR+24 DEX+26 VIT+31<br>AGI+43 MND+21 CHR+38<br>命中+46 攻+40 回避+72 魔回避+100 魔防+4<br>ヘイスト+4% ダブルアタック+9% ストアTP+4<br>コンビネーション:命中+ 飛命+ 魔命+<br>戦"", ""en""=>""<a href='http://wiki.ffo.jp/html/35939.html' target='_blank'>Pumm. Calligae +3</a><br>DEF:103 HP+55 STR+24 DEX+26<br>VIT+31 AGI+43 MND+21 CHR+38<br>Accuracy+46 Attack+40<br>Evasion+72 Magic Evasion+100<br>\""Magic Def. Bonus\""+4<br>Haste+4% \""Double Attack\""+9%<br>\""Store TP\""+4<br>Set: Increases Accuracy,<br>Ranged Accuracy, and Magic Accuracy<br>WAR"", ""raw""=>""防103 HP+55 STR+24 DEX+26 VIT+31\nAGI+43 MND+21 CHR+38\n命中+46 攻+40 回避+72 魔回避+100 魔防+4\nヘイスト+4% ダブルアタック+9% ストアTP+4\nコンビネーション:命中+ 飛命+ 魔命+""}",35939
23644,256,4,ＡＮゲートル+3,Anch. Gaiters +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/36097.html' target='_blank'>ＡＮゲートル+3</a><br>防90 HP+36 STR+24 DEX+30 VIT+21<br>AGI+44 MND+27 CHR+39<br>命中+46 回避+94 魔回避+84 魔防+4 ヘイスト+4%<br>蹴撃攻撃力+120 蹴撃+10 回避効果+19<br>コンビネーション:命中+ 飛命+ 魔命+<br>モ"", ""en""=>""<a href='http://wiki.ffo.jp/html/36097.html' target='_blank'>Anch. Gaiters +3</a><br>DEF:90 HP+36 STR+24<br>DEX+30 VIT+21 AGI+44<br>MND+27 CHR+39 Accuracy+46<br>Evasion+94 Magic Evasion+84<br>\""Magic Def. Bonus\""+4<br>Haste+4%<br>\""Kick Attacks\"" attack +120<br>\""Kick Attacks\""+10<br>\""Dodge\"" effect +19<br>Set: Increases Accuracy,<br>Ranged Accuracy, and Magic Accuracy<br>MNK"", ""raw""=>""防90 HP+36 STR+24 DEX+30 VIT+21\nAGI+44 MND+27 CHR+39\n命中+46 回避+94 魔回避+84 魔防+4 ヘイスト+4%\n蹴撃攻撃力+120 蹴撃+10 回避効果+19\nコンビネーション:命中+ 飛命+ 魔命+""}",36097
23645,256,8,ＴＥダックビル+3,Theo. Duckbills +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/36107.html' target='_blank'>ＴＥダックビル+3</a><br>防85 HP+74 MP+76 STR+20 DEX+21<br>VIT+20 AGI+48 INT+32 MND+34 CHR+44<br>魔命+46 回避+75 魔回避+127 魔防+7<br>強化魔法スキル+21 弱体魔法スキル+21 ヘイスト+3%<br>詠唱中断率29%ダウン 強化魔法の効果時間+10%<br>コンビネーション:命中+ 飛命+ 魔命+<br>白"", ""en""=>""<a href='http://wiki.ffo.jp/html/36107.html' target='_blank'>Theo. Duckbills +3</a><br>DEF:85 HP+74 MP+76 STR+20<br>DEX+21 VIT+20 AGI+48<br>INT+32 MND+34 CHR+44<br>Magic Accuracy+46<br>Evasion+75 Magic Evasion+127<br>\""Magic Def. Bonus\""+7<br>Enhancing magic skill +21<br>Enfeebling magic skill +21<br>Haste+3%<br>Spell interruption rate down 29%<br>Enhancing magic effect duration +10%<br>Set: Inc. Acc.,<br>Ranged Acc., and Magic Acc.<br>WHM"", ""raw""=>""防85 HP+74 MP+76 STR+20 DEX+21\nVIT+20 AGI+48 INT+32 MND+34 CHR+44\n魔命+46 回避+75 魔回避+127 魔防+7\n強化魔法スキル+21 弱体魔法スキル+21 ヘイスト+3%\n詠唱中断率29%ダウン 強化魔法の効果時間+10%\nコンビネーション:命中+ 飛命+ 魔命+""}",36107
23646,256,16,ＳＰサボ+3,Spae. Sabots +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/36117.html' target='_blank'>ＳＰサボ+3</a><br>防83 HP+41 MP+43 STR+20 DEX+21<br>VIT+20 AGI+43 INT+32 MND+29 CHR+44<br>魔命+54 魔攻+26 魔法ダメージ+40 回避+75<br>魔回避+127 魔防+6 ヘイスト+3%<br>マジックバーストダメージ+10<br>精霊魔法の詠唱時間-6%<br>コンビネーション:命中+ 飛命+ 魔命+<br>黒"", ""en""=>""<a href='http://wiki.ffo.jp/html/36117.html' target='_blank'>Spae. Sabots +3</a><br>DEF:83 HP+41 MP+43 STR+20<br>DEX+21 VIT+20 AGI+43<br>INT+32 MND+29 CHR+44<br>Magic Accuracy+54<br>Magic Damage+40<br>Evasion+75 Magic Evasion+127<br>\""Magic Atk. Bonus\""+26<br>\""Magic Def. Bonus\""+6<br>Haste+3% Magic burst damage +10<br>Elemental magic casting time -6%<br>Set: Increases Accuracy,<br>Ranged Accuracy, and Magic Accuracy<br>BLM"", ""raw""=>""防83 HP+41 MP+43 STR+20 DEX+21\nVIT+20 AGI+43 INT+32 MND+29 CHR+44\n魔命+54 魔攻+26 魔法ダメージ+40 回避+75\n魔回避+127 魔防+6 ヘイスト+3%\nマジックバーストダメージ+10\n精霊魔法の詠唱時間-6%\nコンビネーション:命中+ 飛命+ 魔命+""}",36117
23647,256,32,ＡＴブーツ+3,Atro. Boots +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/36127.html' target='_blank'>ＡＴブーツ+3</a><br>防86 HP+82 MP+83 STR+20 DEX+21<br>VIT+20 AGI+43 INT+27 MND+29 CHR+44<br>命中+56 回避+75 魔回避+127 魔防+7<br>盾スキル+17 ヘイスト+4% 盾発動率+10<br>コンビネーション:命中+ 飛命+ 魔命+<br>赤"", ""en""=>""<a href='http://wiki.ffo.jp/html/36127.html' target='_blank'>Atro. Boots +3</a><br>DEF:86 HP+82 MP+83 STR+20<br>DEX+21 VIT+20 AGI+43 INT+27<br>MND+29 CHR+44 Accuracy+56<br>Evasion+75 Magic Evasion+127<br>\""Magic Def. Bonus\""+7<br>Shield skill +17 Haste+4%<br>Chance of successful block +10<br>Set: Increases Accuracy,<br>Ranged Accuracy, and Magic Accuracy<br>RDM"", ""raw""=>""防86 HP+82 MP+83 STR+20 DEX+21\nVIT+20 AGI+43 INT+27 MND+29 CHR+44\n命中+56 回避+75 魔回避+127 魔防+7\n盾スキル+17 ヘイスト+4% 盾発動率+10\nコンビネーション:命中+ 飛命+ 魔命+""}",36127
23648,256,64,ＰＬプーレーヌ+3,Pill. Poulaines +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/36268.html' target='_blank'>ＰＬプーレーヌ+3</a><br>防91 HP+29 STR+22 DEX+34 VIT+22<br>AGI+47 MND+22 CHR+40<br>命中+52 飛命+33 回避+102 魔回避+99 魔防+6<br>ヘイスト+4% ぬすむ+15 とんずら効果時間+18<br>レジストグラビティ+20 移動速度+18%<br>コンビネーション:命中+ 飛命+ 魔命+<br>シ"", ""en""=>""<a href='http://wiki.ffo.jp/html/36268.html' target='_blank'>Pill. Poulaines +3</a><br>DEF:91 HP+29 STR+22 DEX+34<br>VIT+22 AGI+47 MND+22 CHR+40<br>Accuracy+52 Ranged Accuracy+33<br>Evasion+102 Magic Evasion+99<br>\""Magic Def. Bonus\""+6<br>Haste+4% \""Steal\""+15<br>\""Flee\"" duration +18<br>\""Resist Gravity\""+20<br>Movement speed +18%<br>Set: Increases Accuracy,<br>Ranged Accuracy, and Magic Accuracy<br>THF"", ""raw""=>""防91 HP+29 STR+22 DEX+34 VIT+22\nAGI+47 MND+22 CHR+40\n命中+52 飛命+33 回避+102 魔回避+99 魔防+6\nヘイスト+4% ぬすむ+15 とんずら効果時間+18\nレジストグラビティ+20 移動速度+18%\nコンビネーション:命中+ 飛命+ 魔命+""}",36268
23649,256,128,ＲＶレギンス+3,Rev. Leggings +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/35987.html' target='_blank'>ＲＶレギンス+3</a><br>防109 HP+82 MP+55 STR+26 DEX+22<br>VIT+27 AGI+39 MND+20 CHR+36<br>命中+51 回避+69 魔回避+84 魔防+3 盾スキル+21<br>ヘイスト+3% ホーリーサークル+1<br>盾発動時に被物理ダメージの10%をMPに変換<br>コンビネーション:命中+ 飛命+ 魔命+<br>ナ"", ""en""=>""<a href='http://wiki.ffo.jp/html/35987.html' target='_blank'>Rev. Leggings +3</a><br>DEF:109 HP+82 MP+55 STR+26<br>DEX+22 VIT+27 AGI+39 MND+20<br>CHR+36 Accuracy+51<br>Evasion+69 Magic Evasion+84<br>\""Magic Def. Bonus\""+3<br>Shield skill +21<br>Haste+3% \""Holy Circle\""+1<br>Converts 10% of damage taken to MP<br>Set: Increases Accuracy,<br>Ranged Accuracy, and Magic Accuracy<br>PLD"", ""raw""=>""防109 HP+82 MP+55 STR+26 DEX+22\nVIT+27 AGI+39 MND+20 CHR+36\n命中+51 回避+69 魔回避+84 魔防+3 盾スキル+21\nヘイスト+3% ホーリーサークル+1\n盾発動時に被物理ダメージの10%をMPに変換\nコンビネーション:命中+ 飛命+ 魔命+""}",35987
23650,256,256,ＩＧソルレット+3,Ig. Sollerets +3,"{""ja""=>""<a href='http://wiki.ffo.jp/html/36217.html' target='_blank'>ＩＧソルレット+3</a><br>防106 HP+67 MP+40 STR+26 DEX+22<br>VIT+27 AGI+39 MND+20 CHR+36<br>攻+40 魔命+54 魔攻+27 回避+69 魔回避+84 魔防+3<br>ヘイスト+3% アルケインサークル+1<br>コンビネーション:命中+ 飛命+ 魔命+<br>暗"", ""en""=>""<a href='http://wiki.ffo.jp/html/36217.html' target='_blank'>Ig. Sollerets +3</a><br>DEF:106 HP+67 MP+40<br>STR+26 DEX+22 VIT+27<br>AGI+39 MND+20 CHR+36<br>Attack+40 Magic Accuracy+54<br>Evasion+69 Magic Evasion+84<br>\""Magic Atk. Bonus\""+27<br>\""Magic Def. Bonus\""+3<br>Haste+3% \""Arcane Circle\""+1<br>Set: Increases Accuracy,<br>Ranged Accuracy, and Magic Accuracy<br>DRK"", ""raw""=>""防106 HP+67 MP+40 STR+26 DEX+22\nVIT+27 AGI+39 MND+20 CHR+36\n攻+40 魔命+54 魔攻+27 回避+69 魔回避+84 魔防+3\nヘイスト+3% アルケインサークル+1\nコンビネーション:命中+ 飛命+ 魔命+""}",36217
